Date,PnL
2016-06-10,108.09
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,-7.66
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,84.1
2016-06-21,-113.72999999999956
2016-06-22,178.66999999999916
2016-06-23,-9.949999999999989
2016-06-24,788.2700000000003
2016-06-27,-1.7599999999999998
2016-06-28,11.840000000000003
2016-06-29,-282.6400000000003
2016-06-30,480.3900000000004
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,-86.05
2016-07-07,-19.81
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,210.6599999999997
2016-07-13,84.5200000000003
2016-07-14,48.34999999999929
2016-07-15,-2.5499999999992724
2016-07-18,-29.84
2016-07-19,0.0
2016-07-20,87.62
2016-07-21,54.0
2016-07-22,-3.5
2016-07-25,0.0
2016-07-26,110.54
2016-07-27,-7.75
2016-07-28,-14.330000000001021
2016-07-29,-104.56999999999898
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,-87.57999999999898
2016-08-05,259.87999999999954
2016-08-08,283.7900000000005
2016-08-09,-71.42000000000087
2016-08-10,26.679999999999854
2016-08-11,-197.5300000000002
2016-08-12,158.81000000000023
2016-08-15,125.52000000000044
2016-08-16,34.51999999999956
2016-08-17,0.0
2016-08-18,121.67
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,104.47
2016-08-24,0.0
2016-08-25,-18.53
2016-08-26,0.0
2016-08-29,0.0
2016-08-30,-50.25
2016-08-31,-31.12
2016-09-01,143.57999999999998
2016-09-02,-95.47999999999927
2016-09-05,298.009999999999
2016-09-06,-38.64999999999978
2016-09-07,0.0
2016-09-08,14.719999999999857
2016-09-09,-253.51999999999853
2016-09-12,804.6699999999987
2016-09-13,0.0
2016-09-14,-114.97
2016-09-15,-78.05
2016-09-19,0.0
2016-09-20,-57.4
2016-09-21,27.46000000000023
2016-09-22,201.99999999999977
2016-09-23,0.0
2016-09-26,0.0
2016-09-27,205.19
2016-09-28,120.44
2016-09-29,0.0
2016-09-30,0.0
2016-10-03,0.0
2016-10-04,-34.799999999999635
2016-10-05,-55.490000000000805
2016-10-06,42.070000000000434
2016-10-07,0.0
2016-10-11,0.0
2016-10-12,-25.32
2016-10-13,0.0
2016-10-14,73.28
2016-10-17,0.0
2016-10-18,-4.03
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,88.41000000000001
2016-10-25,-83.47
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.0
2016-10-31,-48.050000000000004
2016-11-01,237.15
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-07,-67.22000000000095
2016-11-08,75.70000000000094
2016-11-09,0.0
2016-11-10,-16.66
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,-20.6
2016-11-18,-91.06
2016-11-21,0.0
2016-11-22,231.87
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,-23.53
2016-11-28,0.0
2016-11-29,-28.53
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,-70.4500000000011
2016-12-06,82.90000000000109
2016-12-07,-54.730000000000146
2016-12-08,135.20000000000016
2016-12-09,0.0
2016-12-12,0.0
2016-12-13,31.020000000000437
2016-12-14,68.72999999999956
2016-12-15,0.0
2016-12-16,-42.79
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,36.57
2016-12-22,0.0
2016-12-23,0.0
2016-12-28,0.0
2016-12-29,89.77999999999926
2016-12-30,28.000000000000725
2017-01-03,128.24000000000044
2017-01-04,10.199999999999562
2017-01-05,-23.149999999999345
2017-01-06,55.34999999999934
2017-01-09,0.0
2017-01-10,11.670000000000726
2017-01-11,-235.0
2017-01-12,-0.15000000000073044
2017-01-13,0.47
2017-01-16,0.0
2017-01-17,-66.10000000000123
2017-01-18,27.66000000000124
2017-01-19,0.0
2017-01-20,-84.58
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,-34.349999999998545
2017-01-26,43.629999999998546
2017-01-27,14.049999999999635
2017-02-01,61.99000000000162
2017-02-02,-59.400000000001235
2017-02-03,0.0
2017-02-06,28.519999999999634
2017-02-07,-51.90999999999964
2017-02-08,90.59
2017-02-09,0.0
2017-02-10,0.0
2017-02-13,0.0
2017-02-14,-6.44
2017-02-15,189.66
2017-02-16,-25.95
2017-02-17,15.81
2017-02-20,144.61
2017-02-21,144.8
2017-02-22,-43.61
2017-02-23,0.0
2017-02-24,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-06,-48.07
2017-03-07,0.0
2017-03-08,28.23999999999949
2017-03-09,273.6500000000005
2017-03-10,4.630000000000003
2017-03-13,7.5199999999999285
2017-03-14,-90.67999999999992
2017-03-15,-56.31000000000034
2017-03-16,608.4600000000003
2017-03-17,-83.50999999999993
2017-03-20,47.170000000001025
2017-03-21,-9.650000000001018
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-03,-12.8
2017-04-05,-45.0
2017-04-06,-92.0
2017-04-07,20.830000000000872
2017-04-10,16.249999999999126
2017-04-11,0.0
2017-04-12,152.64000000000001
2017-04-13,1.16
2017-04-18,0.0
2017-04-19,-98.07
2017-04-20,57.8699999999984
2017-04-21,-39.669999999998396
2017-04-24,62.340000000000956
2017-04-25,-286.0
2017-04-26,-108.13000000000093
2017-04-27,-105.73
2017-04-28,0.0
2017-05-02,0.0
2017-05-04,10.63
2017-05-05,112.5
2017-05-08,-17.059999999999782
2017-05-09,263.23000000000087
2017-05-10,61.2099999999989
2017-05-11,-41.17
2017-05-12,-23.85999999999964
2017-05-15,164.85000000000065
2017-05-16,-11.950000000000514
2017-05-17,-17.39000000000051
2017-05-18,0.0
2017-05-19,-56.999999999999126
2017-05-22,-139.68000000000197
2017-05-23,24.830000000001093
2017-05-24,25.22000000000145
2017-05-25,194.96999999999773
2017-05-26,18.290000000000802
2017-05-29,0.0
2017-05-31,-12.47
2017-06-01,-22.040000000000145
2017-06-02,105.63000000000014
2017-06-05,0.0
2017-06-06,98.20000000000029
2017-06-07,-6.580000000000291
2017-06-08,54.22999999999913
2017-06-09,-24.249999999999126
2017-06-12,-88.0
2017-06-13,-15.63
2017-06-14,-28.679999999999865
2017-06-15,-307.0
2017-06-16,60.669999999999845
2017-06-19,230.69000000000023
2017-06-20,-0.5800000000002181
2017-06-21,-88.69
2017-06-22,0.0
2017-06-23,-34.38
2017-06-26,51.86
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,-23.6
2017-06-30,-25.58
2017-07-03,-63.510000000000076
2017-07-04,24.00000000000007
2017-07-05,27.519999999999996
2017-07-06,0.0
2017-07-07,0.0
2017-07-10,0.0
2017-07-11,7.45000000000087
2017-07-12,22.20999999999949
2017-07-13,197.09999999999835
2017-07-14,-47.49999999999964
2017-07-17,76.09000000000094
2017-07-18,-0.78
2017-07-19,123.93000000000102
2017-07-20,31.37999999999898
2017-07-21,-7.7
2017-07-24,20.079999999999927
2017-07-25,14.000000000000073
2017-07-26,-24.09
2017-07-27,-14.34
2017-07-28,0.0
2017-07-31,81.63999999999986
2017-08-01,44.980000000000146
2017-08-02,-21.46
2017-08-03,-8.07
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,-57.55999999999971
2017-08-09,-51.00000000000029
2017-08-10,0.0
2017-08-11,223.65
2017-08-14,-125.77999999999935
2017-08-15,57.34999999999935
2017-08-16,-349.31000000000006
